学号,性别,专业,每周学习时长（小时）,上课出勤率,期中考试分数,作业完成率,期末考试分数
2023005728,女,财务管理,15.35,0.68,88.98,0.98,75.01
2023005729,女,人工智能,16.9,0.62,88.52,0.71,73.93
2023005730,女,财务管理,5.0,0.81,79.0,0.74,64.68
2023005731,女,财务管理,17.76,0.75,49.32,0.84,56.11
2023005732,女,电子商务,18.67,0.98,99.41,0.72,84.87
2023005733,男,人工智能,23.86,0.98,66.3,0.89,80.94
2023005734,男,工商管理,10.57,0.93,94.82,0.87,78.11
2023005735,男,大数据管理,19.8,0.64,99.14,0.75,75.8
2023005736,女,财务管理,36.71,0.96,100.0,0.79,92.79
2023005737,女,电子商务,18.13,0.84,100.0,0.8,88.47
2023005738,女,财务管理,18.79,0.92,77.36,0.86,86.26
2023005739,女,电子商务,28.8,0.69,76.61,0.74,69.79
2023005740,男,电子商务,18.55,0.98,34.83,1.0,57.25
2023005741,男,电子商务,21.32,0.94,57.12,0.89,69.3
2023005742,男,电子商务,35.19,0.94,58.43,0.99,69.4
2023005743,女,人工智能,34.76,0.94,88.49,0.99,90.65
2023005744,男,工商管理,28.5,1.0,63.08,0.79,62.14
2023005745,男,工商管理,22.07,0.72,54.46,0.93,49.24
2023005746,女,财务管理,17.06,0.82,57.06,0.97,66.96
2023005747,男,财务管理,5.0,0.81,73.97,0.91,61.68
2023005748,男,大数据管理,26.93,0.86,42.96,0.79,61.21
2023005749,女,大数据管理,13.46,0.61,65.2,0.88,61.51
2023005750,男,人工智能,21.91,0.63,69.66,0.81,59.72
2023005751,男,大数据管理,15.38,0.8,64.66,0.74,62.78
2023005752,女,大数据管理,29.36,0.73,66.74,0.7,60.9
2023005753,女,工商管理,19.73,0.81,87.09,0.95,91.02
2023005754,男,大数据管理,13.77,0.72,72.23,0.87,55.2
2023005755,女,电子商务,14.52,0.78,55.9,0.87,58.31
2023005756,女,财务管理,17.57,0.95,74.15,0.75,62.77
2023005757,女,人工智能,7.92,0.68,61.47,0.9,63.64
2023005758,女,电子商务,18.29,0.88,80.21,0.74,70.86
2023005759,女,大数据管理,31.38,0.67,82.09,0.77,74.75
2023005760,女,人工智能,10.42,0.72,77.95,0.93,76.59
2023005761,女,大数据管理,21.83,0.64,58.15,0.85,62.55
2023005762,女,工商管理,5.0,0.84,54.48,0.85,60.06
2023005763,男,电子商务,22.65,0.94,72.21,0.82,66.3
2023005764,女,工商管理,17.38,0.82,94.36,0.82,69.36
2023005765,男,工商管理,15.29,0.96,75.63,0.84,73.42
2023005766,男,财务管理,9.54,0.66,76.64,0.78,61.83
2023005767,男,电子商务,16.33,0.72,100.0,0.97,88.68
2023005768,男,大数据管理,27.53,0.85,67.24,0.83,71.99
2023005769,女,人工智能,22.98,0.81,100.0,0.99,90.13
2023005770,女,财务管理,18.0,0.87,95.08,0.75,70.08
2023005771,女,人工智能,17.26,0.62,89.28,0.81,90.41
2023005772,男,电子商务,18.11,0.74,76.26,0.97,71.37
2023005773,男,电子商务,21.7,0.74,84.89,0.85,82.53
2023005774,女,工商管理,11.76,0.7,86.67,0.94,66.43
2023005775,女,人工智能,26.21,0.91,83.0,0.73,81.51
2023005776,女,工商管理,18.1,0.98,96.71,0.95,75.56
2023005777,男,电子商务,12.55,0.67,74.14,0.92,71.17
2023005778,女,大数据管理,11.7,0.63,86.58,0.99,70.21
2023005779,男,人工智能,8.48,0.98,48.97,0.71,54.36
2023005780,女,电子商务,21.63,0.79,80.09,0.82,80.55
2023005781,女,电子商务,20.26,0.61,61.8,0.9,53.83
2023005782,男,人工智能,6.21,0.61,72.8,0.91,55.8
2023005783,女,电子商务,31.96,0.6,85.1,1.0,85.66
2023005784,男,人工智能,12.02,0.88,75.32,0.82,87.62
2023005785,男,大数据管理,16.97,0.64,95.14,0.86,77.39
2023005786,男,电子商务,34.65,0.6,67.29,0.76,75.28
2023005787,男,财务管理,9.81,0.7,85.14,0.89,70.34
2023005788,男,工商管理,40.0,0.92,51.59,0.75,76.59
2023005789,女,工商管理,19.75,0.99,61.97,0.88,54.8
2023005790,男,工商管理,21.28,0.94,55.91,0.89,66.82
2023005791,女,大数据管理,16.89,0.75,73.01,0.74,53.82
2023005792,男,人工智能,16.45,0.86,87.74,0.78,62.74
2023005793,男,大数据管理,9.66,0.84,90.37,0.96,79.58
2023005794,女,人工智能,19.78,0.78,68.51,0.9,70.39
2023005795,女,大数据管理,14.34,0.89,100.0,0.84,80.77
2023005796,女,大数据管理,27.58,0.86,92.11,0.95,86.22
2023005797,男,人工智能,21.16,0.88,90.29,0.73,100.0
2023005798,男,大数据管理,30.62,0.74,81.53,0.83,77.88
2023005799,女,人工智能,36.45,0.84,100.0,0.72,94.91
2023005800,男,财务管理,27.71,0.76,88.41,0.93,78.76
2023005801,女,电子商务,33.5,0.86,86.33,0.7,85.27
2023005802,男,财务管理,29.67,0.74,67.74,0.94,72.21
2023005803,男,财务管理,26.53,0.92,92.56,0.73,81.22
2023005804,男,人工智能,17.6,0.61,89.09,0.97,92.04
2023005805,女,财务管理,38.21,0.68,56.49,0.89,78.25
2023005806,女,大数据管理,27.0,0.9,44.07,0.95,64.33
2023005807,女,工商管理,8.62,0.89,81.66,0.88,56.66
2023005808,男,财务管理,25.14,0.89,97.01,0.91,85.39
2023005809,女,大数据管理,6.85,0.91,93.12,0.95,100.0
2023005810,男,大数据管理,15.9,0.98,85.37,0.8,75.32
2023005811,男,大数据管理,22.61,0.73,100.0,0.76,92.23
2023005812,女,工商管理,17.43,0.71,58.23,0.77,71.9
2023005813,女,工商管理,14.67,0.88,58.63,0.93,65.59
2023005814,男,工商管理,25.0,0.8,54.31,0.91,58.97
2023005815,男,财务管理,22.83,0.85,82.33,0.98,61.24
2023005816,男,电子商务,22.34,0.75,60.26,0.8,69.8
2023005817,男,电子商务,38.09,1.0,54.28,0.94,70.16
2023005818,女,大数据管理,23.8,0.63,84.27,0.98,79.52
2023005819,女,财务管理,10.36,0.99,100.0,0.95,75.0
2023005820,男,人工智能,9.39,0.82,72.55,0.88,64.16
2023005821,女,财务管理,27.74,0.97,81.7,0.9,82.96
2023005822,男,人工智能,21.26,0.81,96.76,0.8,85.31
2023005823,女,人工智能,20.38,0.63,73.01,0.97,61.73
2023005824,女,工商管理,19.05,0.83,58.5,0.92,74.71
2023005825,女,大数据管理,24.78,0.6,74.95,0.96,68.87
2023005826,男,财务管理,16.73,0.65,40.81,0.79,36.38
2023005827,男,工商管理,19.46,0.71,17.25,0.98,42.25
2023005828,男,大数据管理,13.9,1.0,100.0,0.73,83.17
2023005829,男,电子商务,28.5,0.88,56.29,0.85,69.54
2023005830,女,财务管理,5.0,0.9,72.31,0.84,77.64
2023005831,女,人工智能,15.08,0.98,71.74,0.74,67.31
2023005832,男,电子商务,14.06,0.92,75.65,0.86,70.55
2023005833,男,大数据管理,24.51,0.73,78.66,0.79,66.1
2023005834,女,工商管理,19.72,0.91,71.17,0.89,79.03
2023005835,男,电子商务,27.3,0.71,80.06,0.82,78.0
2023005836,女,财务管理,11.46,0.92,77.66,0.89,68.07
2023005837,女,大数据管理,26.16,0.66,90.16,0.97,68.49
2023005838,男,财务管理,24.69,1.0,81.23,0.92,92.64
2023005839,女,大数据管理,9.26,0.91,71.14,1.0,57.66
2023005840,女,财务管理,26.82,0.71,73.57,0.95,70.8
2023005841,女,财务管理,9.87,0.68,74.64,0.94,69.67
2023005842,女,大数据管理,23.73,0.7,79.65,0.81,65.31
2023005843,男,电子商务,19.57,0.83,99.49,0.97,74.49
2023005844,女,电子商务,17.82,0.94,75.95,1.0,58.49
2023005845,男,人工智能,17.8,0.69,62.58,0.86,69.44
2023005846,男,财务管理,10.74,0.92,99.63,0.84,76.69
2023005847,男,人工智能,18.58,0.74,88.65,0.83,100.0
2023005848,男,人工智能,30.81,0.72,54.48,0.82,58.87
2023005849,男,财务管理,22.68,0.7,80.7,0.74,66.14
2023005850,女,工商管理,23.55,0.93,61.9,0.83,64.83
2023005851,女,人工智能,12.59,0.69,92.99,0.84,77.88
2023005852,男,财务管理,24.48,0.68,59.42,0.98,63.41
2023005853,女,大数据管理,8.13,0.81,100.0,0.93,85.7
2023005854,男,电子商务,20.07,0.86,66.59,0.9,61.85
2023005855,男,财务管理,25.36,0.65,88.14,0.74,67.3
2023005856,男,财务管理,21.28,0.65,51.29,0.96,46.27
2023005857,男,大数据管理,15.58,0.76,98.46,0.83,73.46
2023005858,女,大数据管理,29.64,0.64,53.55,0.84,60.14
2023005859,女,大数据管理,27.45,0.64,68.72,0.99,70.32
2023005860,男,电子商务,33.9,0.84,73.95,0.83,74.83
2023005861,男,财务管理,9.61,0.94,91.17,0.98,90.34
2023005862,女,人工智能,12.82,0.68,79.35,0.81,79.23
2023005863,女,工商管理,19.82,0.81,73.04,0.71,66.57
2023005864,男,财务管理,30.36,0.86,96.68,0.94,77.94
2023005865,男,电子商务,21.4,0.9,84.13,0.81,73.9
2023005866,女,工商管理,24.72,0.9,59.45,0.88,64.15
2023005867,女,电子商务,22.82,1.0,79.42,0.71,71.67
2023005868,女,电子商务,12.68,0.82,91.82,0.94,72.62
2023005869,男,工商管理,12.32,0.97,74.33,0.88,65.4
2023005870,女,大数据管理,12.49,0.81,56.28,0.95,57.38
2023005871,女,财务管理,21.5,0.75,74.73,0.84,67.06
2023005872,男,人工智能,20.58,0.72,73.16,0.85,72.07
2023005873,女,工商管理,8.17,0.9,86.98,0.98,79.06
2023005874,女,财务管理,5.47,0.68,54.91,0.77,43.32
2023005875,男,工商管理,5.0,0.77,83.74,0.94,82.02
2023005876,男,人工智能,18.45,0.62,84.35,0.71,63.42
2023005877,男,工商管理,26.91,0.84,80.58,0.72,65.31
2023005878,男,人工智能,11.91,0.86,75.21,0.7,70.34
2023005879,男,大数据管理,23.97,0.95,81.41,0.72,71.54
2023005880,男,工商管理,15.87,0.71,70.12,0.94,70.4
2023005881,女,人工智能,27.78,0.84,62.31,0.92,54.13
2023005882,男,人工智能,21.29,0.71,61.15,0.78,74.53
2023005883,男,电子商务,19.11,0.66,67.12,0.88,71.75
2023005884,男,人工智能,25.85,0.99,73.9,0.94,67.64
2023005885,男,大数据管理,34.72,0.92,79.68,0.72,72.09
2023005886,男,工商管理,7.29,0.62,80.99,0.95,83.23
2023005887,男,大数据管理,14.1,0.86,58.85,0.76,54.51
2023005888,男,工商管理,25.89,0.98,71.22,0.84,69.57
2023005889,男,财务管理,29.67,0.98,66.17,0.76,58.12
2023005890,男,大数据管理,16.27,0.91,70.16,0.76,65.29
2023005891,女,财务管理,12.12,0.93,63.41,0.71,60.39
2023005892,女,人工智能,24.58,0.63,87.45,0.76,82.25
2023005893,女,人工智能,29.91,0.63,91.27,0.89,73.57
2023005894,男,大数据管理,20.99,0.79,68.32,0.76,55.77
2023005895,女,大数据管理,13.66,0.77,42.76,0.95,57.92
2023005896,男,大数据管理,18.36,0.78,67.39,0.74,73.82
2023005897,男,大数据管理,16.15,0.66,100.0,0.74,75.0
2023005898,男,电子商务,8.17,0.95,79.75,0.85,80.79
2023005899,女,电子商务,30.24,0.71,69.28,0.99,75.53
2023005900,男,大数据管理,33.02,0.65,89.62,0.71,89.01
2023005901,男,电子商务,14.66,0.98,83.96,1.0,78.37
2023005902,女,大数据管理,12.8,0.6,77.45,0.85,52.45
2023005903,女,人工智能,18.5,0.93,81.4,0.72,73.46
2023005904,女,工商管理,22.1,0.81,67.74,0.81,77.51
2023005905,女,大数据管理,5.0,0.78,69.36,0.83,52.75
2023005906,男,工商管理,15.81,0.86,86.07,0.84,73.17
2023005907,女,电子商务,18.1,0.95,74.5,0.98,73.82
2023005908,女,工商管理,25.72,0.8,100.0,0.95,75.0
2023005909,男,财务管理,30.27,0.77,67.25,0.78,83.68
2023005910,女,财务管理,18.62,0.62,68.4,0.9,59.05
2023005911,男,电子商务,30.91,0.85,100.0,0.87,94.74
2023005912,女,工商管理,18.53,0.82,50.8,0.73,57.28
2023005913,女,电子商务,15.53,0.83,88.74,0.86,88.18
2023005914,男,电子商务,23.47,0.69,72.71,0.95,75.73
2023005915,女,电子商务,8.3,0.78,50.49,0.94,52.97
2023005916,女,工商管理,20.12,0.71,100.0,0.96,78.08
2023005917,女,工商管理,17.74,0.66,61.08,0.9,69.45
2023005918,男,人工智能,20.44,0.93,86.85,0.74,63.77
2023005919,女,人工智能,26.44,0.92,80.3,0.76,83.31
2023005920,男,工商管理,37.99,0.69,77.9,0.96,75.84
2023005921,女,人工智能,31.77,0.98,58.1,0.9,81.74
2023005922,女,人工智能,10.5,0.76,75.46,0.92,69.58
2023005923,女,工商管理,14.76,0.69,68.35,0.7,68.0
2023005924,女,大数据管理,14.85,0.79,39.72,0.79,51.77
2023005925,女,工商管理,17.48,0.92,73.6,0.91,58.53
2023005926,男,大数据管理,18.89,0.9,72.76,0.72,63.15
2023005927,男,工商管理,25.79,0.83,75.28,0.72,78.84
2023005928,女,人工智能,17.13,0.64,92.77,0.75,77.21
2023005929,女,大数据管理,28.34,0.61,89.15,0.71,87.06
2023005930,女,电子商务,7.72,0.98,71.36,0.73,68.96
2023005931,女,大数据管理,5.99,1.0,93.01,0.71,68.01
2023005932,男,工商管理,27.29,0.67,72.79,0.86,67.2
2023005933,女,电子商务,24.6,0.78,80.9,0.98,79.87
2023005934,女,人工智能,26.02,0.78,92.2,0.77,67.2
2023005935,女,人工智能,37.01,0.89,100.0,0.94,100.0
2023005936,女,人工智能,10.48,0.65,80.81,0.84,71.84
2023005937,女,财务管理,9.26,0.94,70.43,0.93,79.0
2023005938,男,财务管理,33.5,0.89,99.39,0.91,82.95
2023005939,女,工商管理,9.72,0.84,88.98,0.71,83.93
2023005940,女,人工智能,10.22,0.94,76.82,0.96,92.0
2023005941,女,人工智能,13.73,0.79,60.45,0.99,52.42
2023005942,男,大数据管理,23.23,0.88,70.25,0.72,76.6
2023005943,女,大数据管理,19.54,0.89,88.44,0.76,78.86
2023005944,男,财务管理,21.47,0.74,68.83,0.97,58.69
2023005945,女,财务管理,9.32,0.83,74.1,0.72,69.46
2023005946,女,财务管理,15.47,0.94,75.81,0.75,77.92
2023005947,女,人工智能,36.04,0.61,73.26,0.74,70.97
2023005948,男,工商管理,21.07,0.94,72.52,0.86,82.97
2023005949,女,大数据管理,18.91,0.91,59.08,0.81,51.3
2023005950,女,工商管理,8.84,0.98,84.51,0.84,60.42
2023005951,男,电子商务,5.0,0.78,72.98,0.94,66.01
2023005952,男,大数据管理,22.74,0.92,94.95,0.76,84.15
2023005953,男,财务管理,30.38,0.96,35.66,0.95,56.58
2023005954,女,电子商务,24.95,0.83,60.84,0.98,76.01
2023005955,女,电子商务,18.89,0.92,79.07,0.96,81.44
2023005956,女,财务管理,9.08,0.82,86.31,0.78,79.47
2023005957,女,大数据管理,26.0,0.87,53.66,0.72,62.65
2023005958,女,电子商务,16.84,0.94,80.88,0.98,82.74
2023005959,女,电子商务,9.63,0.64,74.48,0.76,59.03
2023005960,男,人工智能,27.97,0.83,75.39,0.81,91.02
2023005961,女,财务管理,19.78,0.84,82.49,0.9,70.62
2023005962,女,工商管理,18.98,0.72,87.21,0.98,95.78
2023005963,女,人工智能,30.81,0.63,95.67,0.8,84.84
2023005964,女,工商管理,21.2,0.83,72.63,0.8,60.56
2023005965,男,财务管理,14.34,0.9,95.71,0.9,93.67
2023005966,男,大数据管理,19.28,0.93,51.8,0.76,61.87
2023005967,女,人工智能,11.67,0.62,92.74,0.73,80.03
2023005968,女,财务管理,17.02,0.78,84.32,0.92,86.34
2023005969,女,财务管理,14.15,0.67,69.67,0.99,69.75
2023005970,男,大数据管理,15.36,0.87,48.39,0.89,53.31
2023005971,男,电子商务,8.65,0.72,76.78,0.71,73.08
2023005972,男,大数据管理,22.54,0.8,62.61,0.74,65.67
2023005973,女,电子商务,35.08,0.73,80.23,1.0,87.96
2023005974,男,财务管理,16.48,0.7,67.17,0.92,48.09
2023005975,男,大数据管理,15.54,0.63,40.46,0.89,54.64
2023005976,男,财务管理,10.23,0.94,61.28,0.72,54.87
2023005977,女,财务管理,15.69,0.9,61.65,0.87,79.12
2023005978,男,工商管理,10.86,0.86,66.76,0.81,69.44
2023005979,男,大数据管理,13.09,0.92,49.04,0.98,61.69
2023005980,女,工商管理,21.25,0.71,54.32,0.92,66.08
2023005981,男,大数据管理,24.51,0.7,100.0,0.72,75.98
2023005982,男,工商管理,17.27,1.0,57.97,0.81,78.12
2023005983,女,大数据管理,30.24,0.81,61.87,0.76,83.59
2023005984,男,财务管理,28.92,0.81,88.1,0.8,85.49
2023005985,男,电子商务,27.94,0.7,58.31,0.74,76.26
2023005986,女,大数据管理,16.5,0.89,75.08,0.8,66.32
2023005987,男,工商管理,20.75,0.63,68.79,0.7,58.37
2023005988,女,人工智能,24.31,0.94,85.49,0.74,80.47
2023005989,男,工商管理,28.49,0.96,66.92,0.87,78.21
2023005990,女,人工智能,13.39,0.71,69.24,0.96,62.9
2023005991,女,财务管理,22.4,0.75,63.94,0.91,72.22
2023005992,女,人工智能,27.22,0.79,85.15,0.9,83.77
2023005993,男,大数据管理,22.82,0.74,73.44,0.96,65.9
2023005994,女,人工智能,21.04,0.63,87.65,0.9,81.38
2023005995,男,电子商务,28.48,0.69,72.73,0.95,81.36
2023005996,女,电子商务,32.75,0.73,75.72,0.89,79.68
2023005997,女,人工智能,25.79,0.83,52.32,0.91,73.73
2023005998,男,财务管理,40.0,0.67,99.68,0.82,84.93
2023005999,男,人工智能,21.67,0.97,51.85,0.7,65.52
2023006000,女,电子商务,21.17,0.88,93.41,0.99,76.16
2023006001,女,工商管理,16.03,0.81,85.03,0.7,63.82
2023006002,女,电子商务,11.82,0.69,66.91,0.8,56.24
2023006003,女,大数据管理,27.55,0.83,80.8,0.78,71.59
2023006004,女,大数据管理,33.09,0.79,87.33,0.91,81.94
2023006005,女,人工智能,20.24,0.88,84.23,0.91,77.45
2023006006,女,大数据管理,24.58,0.66,100.0,0.81,90.67
2023006007,男,大数据管理,12.54,0.83,76.78,0.81,66.42
2023006008,女,电子商务,11.7,0.68,67.8,0.93,49.94
2023006009,男,大数据管理,22.08,0.62,75.05,0.79,78.49
2023006010,女,电子商务,14.0,0.69,71.85,0.86,59.0
2023006011,男,人工智能,16.69,0.66,59.7,0.93,61.51
2023006012,男,人工智能,18.66,0.99,69.85,0.8,74.84
2023006013,男,电子商务,30.96,0.84,45.93,0.93,66.45
2023006014,男,工商管理,12.55,0.88,57.11,0.71,68.38
2023006015,男,大数据管理,30.72,0.7,77.54,0.83,80.29
2023006016,男,工商管理,25.48,0.97,96.59,0.82,81.34
2023006017,女,人工智能,10.83,0.69,77.31,0.82,86.24
2023006018,男,工商管理,23.23,0.87,51.14,0.83,64.17
2023006019,男,电子商务,21.07,0.98,60.49,0.82,66.62
2023006020,女,工商管理,13.69,0.7,77.44,0.73,75.43
2023006021,男,人工智能,16.09,0.61,67.57,0.75,64.35
2023006022,女,大数据管理,6.67,0.6,82.7,0.84,70.1
2023006023,女,财务管理,18.87,0.99,57.27,0.97,82.27
2023006024,女,工商管理,19.39,0.84,95.86,0.91,81.59
2023006025,女,人工智能,24.13,0.74,82.88,0.98,76.9
2023006026,男,工商管理,20.01,0.8,100.0,0.76,84.32
2023006027,男,电子商务,12.4,0.65,69.92,0.97,74.78
2023006028,女,财务管理,26.15,0.68,50.33,0.88,50.57
2023006029,男,大数据管理,12.63,0.77,62.79,0.85,44.75
2023006030,女,工商管理,16.73,0.65,81.43,0.84,66.54
2023006031,男,财务管理,30.21,0.62,59.47,0.86,55.59
2023006032,男,大数据管理,14.9,0.74,84.3,0.75,68.41
2023006033,男,大数据管理,22.07,0.63,100.0,0.96,88.81
2023006034,女,大数据管理,16.83,0.62,76.98,0.84,61.42
2023006035,男,财务管理,26.76,0.61,73.09,0.96,63.15
2023006036,女,人工智能,11.3,0.86,86.9,0.92,76.43
2023006037,男,大数据管理,23.74,0.79,84.03,0.9,85.91
2023006038,男,人工智能,24.26,0.6,46.39,0.71,42.13
2023006039,女,财务管理,5.24,0.69,80.38,0.71,71.68
2023006040,男,人工智能,8.39,0.98,69.96,0.73,72.28
2023006041,男,电子商务,20.96,0.88,79.67,0.95,85.28
2023006042,男,财务管理,26.33,0.69,85.09,0.8,86.94
2023006043,女,人工智能,17.59,0.72,63.77,0.9,83.2
2023006044,女,人工智能,5.0,0.89,68.96,0.91,60.62
2023006045,女,电子商务,27.05,0.95,100.0,0.73,89.49
2023006046,女,电子商务,27.16,0.93,70.44,0.89,73.05
2023006047,女,工商管理,12.5,0.7,79.96,0.73,67.69
2023006048,女,工商管理,6.97,0.98,44.13,0.85,67.41
2023006049,男,工商管理,13.33,0.98,100.0,0.89,75.0
2023006050,女,电子商务,27.82,0.81,89.1,0.74,75.61
2023006051,女,大数据管理,22.24,0.8,53.29,0.99,75.31
2023006052,男,财务管理,15.0,0.81,58.41,0.85,70.32
2023006053,女,财务管理,19.95,0.81,86.73,0.71,73.22
2023006054,男,大数据管理,23.31,0.8,64.22,0.92,76.01
2023006055,男,大数据管理,24.11,0.91,49.74,0.99,67.9
2023006056,男,工商管理,22.08,0.75,51.81,0.84,72.52
2023006057,女,电子商务,22.94,0.86,79.24,0.83,76.92
2023006058,男,大数据管理,17.9,0.69,86.0,0.8,82.72
2023006059,男,工商管理,5.23,0.78,73.7,0.94,90.38
2023006060,男,大数据管理,40.0,0.73,73.38,0.71,81.92
2023006061,女,人工智能,15.99,0.6,71.26,0.75,64.26
2023006062,男,财务管理,13.64,0.72,86.56,0.93,81.1
2023006063,女,工商管理,8.71,0.62,83.84,0.72,63.01
2023006064,男,财务管理,21.73,0.62,88.76,0.78,94.81
2023006065,女,工商管理,19.7,0.75,68.06,0.88,69.76
2023006066,男,财务管理,13.31,0.88,61.75,0.82,60.64
2023006067,男,电子商务,40.0,0.72,69.72,0.83,73.12
2023006068,女,工商管理,23.89,0.85,44.92,0.78,67.19
2023006069,女,大数据管理,12.57,0.84,87.35,0.95,84.39
2023006070,男,电子商务,28.76,0.96,71.83,0.82,73.43
2023006071,女,工商管理,12.4,1.0,88.72,0.98,85.25
2023006072,女,大数据管理,20.41,0.62,62.22,0.79,50.44
2023006073,女,电子商务,32.69,0.73,68.41,0.78,74.43
2023006074,女,财务管理,18.31,0.82,80.85,0.86,78.57
2023006075,男,工商管理,10.5,0.76,76.12,0.87,83.01
2023006076,女,工商管理,31.56,0.78,96.21,0.81,82.43
2023006077,男,财务管理,10.31,0.91,74.25,0.8,56.52
2023006078,男,工商管理,13.67,0.74,85.64,0.86,65.97
2023006079,男,财务管理,29.51,0.73,80.1,0.87,69.33
2023006080,女,电子商务,23.48,0.93,87.86,0.74,90.94
2023006081,女,财务管理,32.12,0.91,100.0,0.89,100.0
2023006082,男,电子商务,27.59,0.92,88.67,0.84,86.78
2023006083,男,财务管理,27.44,0.64,90.92,0.72,88.39
2023006084,女,大数据管理,17.12,0.9,77.76,0.72,72.86
2023006085,男,电子商务,12.8,0.81,51.38,0.7,54.01
2023006086,女,工商管理,18.87,0.82,72.66,0.73,66.3
2023006087,女,工商管理,16.32,0.88,76.17,0.82,69.04
2023006088,女,人工智能,34.45,0.8,91.82,0.78,76.67
2023006089,男,工商管理,14.83,0.76,83.28,0.7,73.3
2023006090,男,工商管理,25.51,0.78,100.0,0.99,88.91
2023006091,男,财务管理,9.51,0.97,57.92,0.73,66.0
2023006092,女,人工智能,15.97,0.85,76.65,0.79,71.81
2023006093,男,人工智能,13.7,0.95,80.71,0.88,73.17
2023006094,男,人工智能,28.41,0.65,61.91,0.93,62.66
2023006095,男,工商管理,5.0,0.83,61.5,0.99,61.24
2023006096,女,工商管理,16.12,0.67,89.68,0.86,82.04
2023006097,男,大数据管理,28.59,0.62,65.73,0.83,60.66
2023006098,女,人工智能,20.16,0.6,53.37,0.76,57.95
2023006099,女,大数据管理,14.91,0.97,76.22,0.91,75.66
